Tune: 3.322128e+01 1.625978e+01
Chrom: 2.000000e+00 1.789887e+00 
Alpha_c: 3.627490e-04
 element        s            alphax         alphay         betax          betay            etax          etaxp           etay          etayp           phix           phiy     
        DFT2   1.877339e+02  -1.596830e+00  -2.515095e+00   6.544009e+00   8.574039e+00   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.971625e+01   2.503045e+01 
         DFT   1.877559e+02  -1.608764e+00  -2.533891e+00   6.614532e+00   8.685116e+00   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.971959e+01   2.503300e+01 
   FL2G1C07A   1.877559e+02  -1.608764e+00  -2.533891e+00   6.614532e+00   8.685116e+00   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.971959e+01   2.503300e+01 
         DFT   1.877779e+02  -1.620698e+00  -2.552688e+00   6.685580e+00   8.797021e+00   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.972290e+01   2.503551e+01 
     DL0AG1A   1.880902e+02  -1.790120e+00  -2.819536e+00   7.750847e+00   1.047487e+01   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.976630e+01   2.506806e+01 
    GEG1C07A   1.880902e+02  -1.790120e+00  -2.819536e+00   7.750847e+00   1.047487e+01   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.976630e+01   2.506806e+01 
    GSG2C07A   1.880902e+02  -1.790120e+00  -2.819536e+00   7.750847e+00   1.047487e+01   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.976630e+01   2.506806e+01 
   SL1G2C07A   1.882902e+02  -1.898612e+00  -2.990417e+00   8.488593e+00   1.163686e+01   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.979096e+01   2.508617e+01 
     DL1AG2A   1.883802e+02  -1.947433e+00  -3.067313e+00   8.834738e+00   1.218206e+01   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.980135e+01   2.509373e+01 
   PL1G2C07A   1.883802e+02  -1.947433e+00  -3.067313e+00   8.834738e+00   1.218206e+01   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.980135e+01   2.509373e+01 
      DBPM07   1.884562e+02  -1.988660e+00  -3.132248e+00   9.133881e+00   1.265323e+01   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.980981e+01   2.509985e+01 
   QL1G2C07A   1.887242e+02  -6.900233e+00   2.427294e+00   1.142793e+01   1.284983e+01   -1.076245e-04  -4.493712e-05   0.000000e+00   0.000000e+00   4.983656e+01   2.512047e+01 
     DL2AG2A   1.888589e+02  -7.473446e+00   2.355023e+00   1.336478e+01   1.220541e+01   -1.136797e-04  -4.493712e-05   0.000000e+00   0.000000e+00   4.984746e+01   2.513123e+01 
        DSCH   1.889589e+02  -7.898836e+00   2.301390e+00   1.490201e+01   1.173977e+01   -1.181735e-04  -4.493712e-05   0.000000e+00   0.000000e+00   4.985455e+01   2.513958e+01 
  CL1XG2C07A   1.889589e+02  -7.898836e+00   2.301390e+00   1.490201e+01   1.173977e+01   -1.181735e-04  -4.493712e-05   0.000000e+00   0.000000e+00   4.985455e+01   2.513958e+01 
  CL1YG2C07A   1.889589e+02  -7.898836e+00   2.301390e+00   1.490201e+01   1.173977e+01   -1.181735e-04  -4.493712e-05   0.000000e+00   0.000000e+00   4.985455e+01   2.513958e+01 
        DSCH   1.890589e+02  -8.324225e+00   2.247757e+00   1.652432e+01   1.128486e+01   -1.226672e-04  -4.493712e-05   0.000000e+00   0.000000e+00   4.986092e+01   2.514827e+01 
     DL2BG2A   1.891902e+02  -8.882549e+00   2.177364e+00   1.878270e+01   1.070406e+01   -1.285652e-04  -4.493712e-05   0.000000e+00   0.000000e+00   4.986837e+01   2.516021e+01 
   SL2G2C07A   1.893902e+02  -9.733328e+00   2.070098e+00   2.250588e+01   9.854567e+00   -1.375526e-04  -4.493712e-05   0.000000e+00   0.000000e+00   4.987810e+01   2.517969e+01 
     DL2CG2A   1.896342e+02  -1.077128e+01   1.939233e+00   2.750900e+01   8.876291e+00   -1.485172e-04  -4.493712e-05   0.000000e+00   0.000000e+00   4.988790e+01   2.520578e+01 
   QL2G2C07A   1.900942e+02   1.198866e+01  -5.874282e+00   2.686704e+01   1.049033e+01   -1.410478e-04   7.639618e-05   0.000000e+00   0.000000e+00   4.990379e+01   2.525649e+01 
     DL3AG2A   1.902963e+02   1.089999e+01  -6.558340e+00   2.224124e+01   1.300297e+01   -1.256081e-04   7.639618e-05   0.000000e+00   0.000000e+00   4.991206e+01   2.527380e+01 
        DSCH   1.903963e+02   1.036130e+01  -6.896815e+00   2.011511e+01   1.434848e+01   -1.179685e-04   7.639618e-05   0.000000e+00   0.000000e+00   4.991679e+01   2.528112e+01 
  CL2XG2C07A   1.903963e+02   1.036130e+01  -6.896815e+00   2.011511e+01   1.434848e+01   -1.179685e-04   7.639618e-05   0.000000e+00   0.000000e+00   4.991679e+01   2.528112e+01 
  CL2YG2C07A   1.903963e+02   1.036130e+01  -6.896815e+00   2.011511e+01   1.434848e+01   -1.179685e-04   7.639618e-05   0.000000e+00   0.000000e+00   4.991679e+01   2.528112e+01 
        DSCH   1.904963e+02   9.822621e+00  -7.235290e+00   1.809672e+01   1.576169e+01   -1.103289e-04   7.639618e-05   0.000000e+00   0.000000e+00   4.992203e+01   2.528777e+01 
     DL3BG2A   1.906538e+02   8.974195e+00  -7.768389e+00   1.513622e+01   1.812477e+01   -9.829646e-05   7.639618e-05   0.000000e+00   0.000000e+00   4.993154e+01   2.529709e+01 
   SL3G2C07A   1.908538e+02   7.896830e+00  -8.445339e+00   1.176201e+01   2.136752e+01   -8.301723e-05   7.639618e-05   0.000000e+00   0.000000e+00   4.994653e+01   2.530725e+01 
     DL3CG2A   1.909439e+02   7.411585e+00  -8.750238e+00   1.038303e+01   2.291650e+01   -7.613546e-05   7.639618e-05   0.000000e+00   0.000000e+00   4.995469e+01   2.531132e+01 
   PL2G2C07A   1.909439e+02   7.411585e+00  -8.750238e+00   1.038303e+01   2.291650e+01   -7.613546e-05   7.639618e-05   0.000000e+00   0.000000e+00   4.995469e+01   2.531132e+01 
      DBPM08   1.910198e+02   7.002617e+00  -9.007208e+00   9.288707e+00   2.426464e+01   -7.033546e-05   7.639618e-05   0.000000e+00   0.000000e+00   4.996242e+01   2.531454e+01 
   QL3G2C07A   1.912878e+02   2.974126e+00   1.218001e+00   6.708093e+00   2.643151e+01   -5.335806e-05   5.145046e-05   0.000000e+00   0.000000e+00   4.999699e+01   2.532493e+01 
     DL4AG2A   1.918605e+02   2.133578e+00   1.164190e+00   3.782911e+00   2.506723e+01   -2.389238e-05   5.145046e-05   0.000000e+00   0.000000e+00   5.011093e+01   2.534718e+01 
    GEG2C07A   1.918605e+02   2.133578e+00   1.164190e+00   3.782911e+00   2.506723e+01   -2.389238e-05   5.145046e-05   0.000000e+00   0.000000e+00   5.011093e+01   2.534718e+01 
     DL4BG3A   1.918788e+02   2.106719e+00   1.162471e+00   3.705314e+00   2.502465e+01   -2.295084e-05   5.145046e-05   0.000000e+00   0.000000e+00   5.011582e+01   2.534791e+01 
    GSG3C07A   1.918788e+02   2.106719e+00   1.162471e+00   3.705314e+00   2.502465e+01   -2.295084e-05   5.145046e-05   0.000000e+00   0.000000e+00   5.011582e+01   2.534791e+01 
   MK1G3C07A   1.918788e+02   2.106719e+00   1.162471e+00   3.705314e+00   2.502465e+01   -2.295084e-05   5.145046e-05   0.000000e+00   0.000000e+00   5.011582e+01   2.534791e+01 
    B1G3C07A   1.944988e+02  -1.731614e+00   9.961724e-01   2.724333e+00   1.933780e+01    1.371692e-01   1.048670e-01   0.000000e+00   0.000000e+00   5.229052e+01   2.546730e+01 
    GEG3C07A   1.944988e+02  -1.731614e+00   9.961724e-01   2.724333e+00   1.933780e+01    1.371692e-01   1.048670e-01   0.000000e+00   0.000000e+00   5.229052e+01   2.546730e+01 
    GSG4C07A   1.944988e+02  -1.731614e+00   9.961724e-01   2.724333e+00   1.933780e+01    1.371692e-01   1.048670e-01   0.000000e+00   0.000000e+00   5.229052e+01   2.546730e+01 
     DM1AG4A   1.949998e+02  -2.466928e+00   9.445547e-01   4.827802e+00   1.836550e+01    1.897075e-01   1.048670e-01   0.000000e+00   0.000000e+00   5.242911e+01   2.549388e+01 
  SQMHG4C07A   1.950998e+02  -2.613697e+00   9.342518e-01   5.335865e+00   1.817762e+01    2.001942e-01   1.048670e-01   0.000000e+00   0.000000e+00   5.244881e+01   2.549936e+01 
  CM1XG4C07A   1.950998e+02  -2.613697e+00   9.342518e-01   5.335865e+00   1.817762e+01    2.001942e-01   1.048670e-01   0.000000e+00   0.000000e+00   5.244881e+01   2.549936e+01 
  CM1YG4C07A   1.950998e+02  -2.613697e+00   9.342518e-01   5.335865e+00   1.817762e+01    2.001942e-01   1.048670e-01   0.000000e+00   0.000000e+00   5.244881e+01   2.549936e+01 
  SQMHG4C07A   1.951998e+02  -2.760467e+00   9.239489e-01   5.873281e+00   1.799180e+01    2.106809e-01   1.048670e-01   0.000000e+00   0.000000e+00   5.246668e+01   2.550489e+01 
     DM1BG4A   1.954753e+02  -3.164816e+00   8.955643e-01   7.505697e+00   1.749052e+01    2.395718e-01   1.048670e-01   0.000000e+00   0.000000e+00   5.250818e+01   2.552042e+01 
   QM1G4C07A   1.957223e+02  -5.414352e+00   4.177852e+00   9.590429e+00   1.621627e+01    2.716488e-01   1.559373e-01   0.000000e+00   0.000000e+00   5.253754e+01   2.553496e+01 
    DM2A2G4A   1.959238e+02  -6.051291e+00   3.948541e+00   1.190076e+01   1.457880e+01    3.030702e-01   1.559373e-01   0.000000e+00   0.000000e+00   5.255640e+01   2.554807e+01 
   SM1G4C07A   1.961238e+02  -6.683488e+00   3.720937e+00   1.444771e+01   1.304490e+01    3.342576e-01   1.559373e-01   0.000000e+00   0.000000e+00   5.257166e+01   2.556257e+01 
        DFT1   1.963570e+02  -7.420630e+00   3.455551e+00   1.773679e+01   1.137135e+01    3.706222e-01   1.559373e-01   0.000000e+00   0.000000e+00   5.258622e+01   2.558172e+01 
         DFT   1.963790e+02  -7.490172e+00   3.430514e+00   1.806483e+01   1.121985e+01    3.740528e-01   1.559373e-01   0.000000e+00   0.000000e+00   5.258745e+01   2.558367e+01 
   FM1G4C07A   1.963790e+02  -7.490172e+00   3.430514e+00   1.806483e+01   1.121985e+01    3.740528e-01   1.559373e-01   0.000000e+00   0.000000e+00   5.258745e+01   2.558367e+01 
         DFT   1.964010e+02  -7.559713e+00   3.405478e+00   1.839593e+01   1.106946e+01    3.774835e-01   1.559373e-01   0.000000e+00   0.000000e+00   5.258866e+01   2.558564e+01 
    DM2B2G4A   1.966934e+02  -8.483986e+00   3.072720e+00   2.308711e+01   9.175236e+00    4.230795e-01   1.559373e-01   0.000000e+00   0.000000e+00   5.260285e+01   2.561466e+01 
   PM1G4C07A   1.966934e+02  -8.483986e+00   3.072720e+00   2.308711e+01   9.175236e+00    4.230795e-01   1.559373e-01   0.000000e+00   0.000000e+00   5.260285e+01   2.561466e+01 
      DBPM09   1.967778e+02  -8.750773e+00   2.976671e+00   2.454172e+01   8.664667e+00    4.362406e-01   1.559373e-01   0.000000e+00   0.000000e+00   5.260639e+01   2.562413e+01 
   QM2G4C07A   1.970598e+02   1.140882e-02   3.947127e-02   2.708958e+01   7.840723e+00    4.584074e-01  -5.619405e-06   0.000000e+00   0.000000e+00   5.261715e+01   2.565891e+01 
     DM2CG4A   1.972438e+02   4.615655e-03   1.596749e-02   2.708663e+01   7.830523e+00    4.584064e-01  -5.619405e-06   0.000000e+00   0.000000e+00   5.262395e+01   2.568239e+01 
  SM2HG4C07B   1.973688e+02   7.330506e-07   2.441191e-07   2.708605e+01   7.828527e+00    4.584057e-01  -5.619405e-06   0.000000e+00   0.000000e+00   5.262856e+01   2.569836e+01 
   MK3G4C07B   1.973688e+02   7.330506e-07   2.441191e-07   2.708605e+01   7.828527e+00    4.584057e-01  -5.619405e-06   0.000000e+00   0.000000e+00   5.262856e+01   2.569836e+01 
  SM2HG4C07B   1.974938e+02  -4.614189e-03  -1.596700e-02   2.708663e+01   7.830522e+00    4.584050e-01  -5.619405e-06   0.000000e+00   0.000000e+00   5.263318e+01   2.571432e+01 
     DM2CG4B   1.976778e+02  -1.140735e-02  -3.947078e-02   2.708957e+01   7.840723e+00    4.584040e-01  -5.619405e-06   0.000000e+00   0.000000e+00   5.263997e+01   2.573781e+01 
   QM2G4C07B   1.979598e+02   8.750774e+00  -2.976671e+00   2.454172e+01   8.664667e+00    4.362342e-01  -1.559469e-01   0.000000e+00   0.000000e+00   5.265073e+01   2.577259e+01 
    DM2B2G4B   1.984638e+02   7.157636e+00  -3.550233e+00   1.652388e+01   1.195423e+01    3.576370e-01  -1.559469e-01   0.000000e+00   0.000000e+00   5.267576e+01   2.582213e+01 
   SM1G4C07B   1.986638e+02   6.525439e+00  -3.777837e+00   1.378726e+01   1.341984e+01    3.264476e-01  -1.559469e-01   0.000000e+00   0.000000e+00   5.268901e+01   2.583792e+01 
    DM2A2G4B   1.989261e+02   5.696439e+00  -4.076294e+00   1.058195e+01   1.547966e+01    2.855490e-01  -1.559469e-01   0.000000e+00   0.000000e+00   5.271073e+01   2.585612e+01 
   PM1G4C07B   1.989261e+02   5.696439e+00  -4.076294e+00   1.058195e+01   1.547966e+01    2.855490e-01  -1.559469e-01   0.000000e+00   0.000000e+00   5.271073e+01   2.585612e+01 
      DBPM10   1.990153e+02   5.414352e+00  -4.177851e+00   9.590427e+00   1.621626e+01    2.716323e-01  -1.559469e-01   0.000000e+00   0.000000e+00   5.271958e+01   2.586175e+01 
   QM1G4C07B   1.992623e+02   3.164817e+00  -8.955637e-01   7.505694e+00   1.749052e+01    2.395526e-01  -1.048801e-01   0.000000e+00   0.000000e+00   5.274894e+01   2.587629e+01 
     DM1EG4B   1.993728e+02   3.002636e+00  -9.069484e-01   6.824190e+00   1.768969e+01    2.279633e-01  -1.048801e-01   0.000000e+00   0.000000e+00   5.276438e+01   2.588258e+01 
        DFCH   1.995228e+02   2.782482e+00  -9.224028e-01   5.956423e+00   1.796410e+01    2.122313e-01  -1.048801e-01   0.000000e+00   0.000000e+00   5.278791e+01   2.589099e+01 
  CM1YG4C07B   1.995228e+02   2.782482e+00  -9.224028e-01   5.956423e+00   1.796410e+01    2.122313e-01  -1.048801e-01   0.000000e+00   0.000000e+00   5.278791e+01   2.589099e+01 
  CM1XG4C07B   1.995228e+02   2.782482e+00  -9.224028e-01   5.956423e+00   1.796410e+01    2.122313e-01  -1.048801e-01   0.000000e+00   0.000000e+00   5.278791e+01   2.589099e+01 
        DFCH   1.996728e+02   2.562328e+00  -9.378572e-01   5.154701e+00   1.824314e+01    1.964993e-01  -1.048801e-01   0.000000e+00   0.000000e+00   5.281499e+01   2.589928e+01 
    GEG4C07B   1.996728e+02   2.562328e+00  -9.378572e-01   5.154701e+00   1.824314e+01    1.964993e-01  -1.048801e-01   0.000000e+00   0.000000e+00   5.281499e+01   2.589928e+01 
    GSG5C07B   1.996728e+02   2.562328e+00  -9.378572e-01   5.154701e+00   1.824314e+01    1.964993e-01  -1.048801e-01   0.000000e+00   0.000000e+00   5.281499e+01   2.589928e+01 
    DM1DG5B2   1.997728e+02   2.415559e+00  -9.481601e-01   4.656912e+00   1.843174e+01    1.860113e-01  -1.048801e-01   0.000000e+00   0.000000e+00   5.283540e+01   2.590473e+01 
      DPWG5B   1.999728e+02   2.122020e+00  -9.687660e-01   3.749397e+00   1.881512e+01    1.650352e-01  -1.048801e-01   0.000000e+00   0.000000e+00   5.288328e+01   2.591547e+01 
    DM1CG5B2   2.002388e+02   1.731613e+00  -9.961717e-01   2.724330e+00   1.933780e+01    1.371371e-01  -1.048801e-01   0.000000e+00   0.000000e+00   5.296660e+01   2.592942e+01 
    B1G5C07B   2.028588e+02  -2.106722e+00  -1.162470e+00   3.705319e+00   2.502465e+01   -8.917863e-05  -6.453164e-05   0.000000e+00   0.000000e+00   5.514131e+01   2.604880e+01 
   MK2G5C07B   2.028588e+02  -2.106722e+00  -1.162470e+00   3.705319e+00   2.502465e+01   -8.917863e-05  -6.453164e-05   0.000000e+00   0.000000e+00   5.514131e+01   2.604880e+01 
    GEG5C07B   2.028588e+02  -2.106722e+00  -1.162470e+00   3.705319e+00   2.502465e+01   -8.917863e-05  -6.453164e-05   0.000000e+00   0.000000e+00   5.514131e+01   2.604880e+01 
     DH4CG6B   2.030751e+02  -2.424243e+00  -1.182797e+00   4.685548e+00   2.553202e+01   -1.031394e-04  -6.453164e-05   0.000000e+00   0.000000e+00   5.519325e+01   2.605736e+01 
    GSG6C07B   2.030751e+02  -2.424243e+00  -1.182797e+00   4.685548e+00   2.553202e+01   -1.031394e-04  -6.453164e-05   0.000000e+00   0.000000e+00   5.519325e+01   2.605736e+01 
        DFCH   2.032251e+02  -2.644397e+00  -1.196891e+00   5.445844e+00   2.588898e+01   -1.128192e-04  -6.453164e-05   0.000000e+00   0.000000e+00   5.522295e+01   2.606319e+01 
  CH2YG6C07B   2.032251e+02  -2.644397e+00  -1.196891e+00   5.445844e+00   2.588898e+01   -1.128192e-04  -6.453164e-05   0.000000e+00   0.000000e+00   5.522295e+01   2.606319e+01 
  CH2XG6C07B   2.032251e+02  -2.644397e+00  -1.196891e+00   5.445844e+00   2.588898e+01   -1.128192e-04  -6.453164e-05   0.000000e+00   0.000000e+00   5.522295e+01   2.606319e+01 
        DFCH   2.033751e+02  -2.864551e+00  -1.210986e+00   6.272186e+00   2.625016e+01   -1.224989e-04  -6.453164e-05   0.000000e+00   0.000000e+00   5.524862e+01   2.606895e+01 
     DH4BG6B   2.034388e+02  -2.957984e+00  -1.216967e+00   6.642849e+00   2.640472e+01   -1.266070e-04  -6.453164e-05   0.000000e+00   0.000000e+00   5.525848e+01   2.607137e+01 
   SH4G6C07B   2.036388e+02  -3.251523e+00  -1.235759e+00   7.884750e+00   2.689527e+01   -1.395133e-04  -6.453164e-05   0.000000e+00   0.000000e+00   5.528612e+01   2.607887e+01 
     DH4AG6B   2.037284e+02  -3.383029e+00  -1.244178e+00   8.479206e+00   2.711747e+01   -1.452953e-04  -6.453164e-05   0.000000e+00   0.000000e+00   5.529708e+01   2.608219e+01 
   PH2G6C07B   2.037284e+02  -3.383029e+00  -1.244178e+00   8.479206e+00   2.711747e+01   -1.452953e-04  -6.453164e-05   0.000000e+00   0.000000e+00   5.529708e+01   2.608219e+01 
      DBPM11   2.038048e+02  -3.495160e+00  -1.251357e+00   9.004699e+00   2.730813e+01   -1.502256e-04  -6.453164e-05   0.000000e+00   0.000000e+00   5.530582e+01   2.608500e+01 
   QH3G6C07B   2.040728e+02  -9.436519e+00   1.081047e+01   1.233187e+01   2.463302e+01   -1.774453e-04  -1.407283e-04   0.000000e+00   0.000000e+00   5.533180e+01   2.609511e+01 
     DH3BG6B   2.042588e+02  -1.079470e+01   9.920485e+00   1.609487e+01   2.077706e+01   -2.036208e-04  -1.407283e-04   0.000000e+00   0.000000e+00   5.534500e+01   2.610334e+01 
   SH3G6C07B   2.044588e+02  -1.225511e+01   8.963506e+00   2.070484e+01   1.700027e+01   -2.317664e-04  -1.407283e-04   0.000000e+00   0.000000e+00   5.535595e+01   2.611398e+01 
     DH3AG6B   2.046428e+02  -1.359869e+01   8.083086e+00   2.546193e+01   1.386369e+01   -2.576604e-04  -1.407283e-04   0.000000e+00   0.000000e+00   5.536397e+01   2.612596e+01 
   QH2G6C07B   2.051028e+02   4.765216e+00  -2.942886e-01   2.999421e+01   1.060461e+01   -2.809812e-04   4.191555e-05   0.000000e+00   0.000000e+00   5.537978e+01   2.616586e+01 
     DH2BG6B   2.055813e+02   4.387012e+00  -3.433183e-01   2.561486e+01   1.090970e+01   -2.609246e-04   4.191555e-05   0.000000e+00   0.000000e+00   5.539705e+01   2.621036e+01 
        DSCH   2.056813e+02   4.307972e+00  -3.535649e-01   2.474537e+01   1.097939e+01   -2.567331e-04   4.191555e-05   0.000000e+00   0.000000e+00   5.540102e+01   2.621950e+01 
  CH1YG6C07B   2.056813e+02   4.307972e+00  -3.535649e-01   2.474537e+01   1.097939e+01   -2.567331e-04   4.191555e-05   0.000000e+00   0.000000e+00   5.540102e+01   2.621950e+01 
  CH1XG6C07B   2.056813e+02   4.307972e+00  -3.535649e-01   2.474537e+01   1.097939e+01   -2.567331e-04   4.191555e-05   0.000000e+00   0.000000e+00   5.540102e+01   2.621950e+01 
        DSCH   2.057813e+02   4.228933e+00  -3.638114e-01   2.389168e+01   1.105113e+01   -2.525415e-04   4.191555e-05   0.000000e+00   0.000000e+00   5.540513e+01   2.622858e+01 
     DH2AG6B   2.059048e+02   4.131319e+00  -3.764659e-01   2.285918e+01   1.114255e+01   -2.473649e-04   4.191555e-05   0.000000e+00   0.000000e+00   5.541042e+01   2.623971e+01 
   QH1G6C07B   2.061728e+02   2.449790e-01   1.489726e+00   2.170404e+01   1.083953e+01   -2.417697e-04  -1.144308e-16   0.000000e+00   0.000000e+00   5.542254e+01   2.626391e+01 
     DH1AG6B   2.062534e+02   2.410431e-01   1.465791e+00   2.166487e+01   1.060134e+01   -2.417697e-04  -1.144308e-16   0.000000e+00   0.000000e+00   5.542626e+01   2.627143e+01 
   PH1G6C07B   2.062534e+02   2.410431e-01   1.465791e+00   2.166487e+01   1.060134e+01   -2.417697e-04  -1.144308e-16   0.000000e+00   0.000000e+00   5.542626e+01   2.627143e+01 
      DBPM12   2.063388e+02   2.368717e-01   1.440424e+00   2.162405e+01   1.035312e+01   -2.417697e-04  -1.144308e-16   0.000000e+00   0.000000e+00   5.543020e+01   2.627958e+01 
   SH1G6C07B   2.065388e+02   2.271038e-01   1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04  -1.144308e-16   0.000000e+00   0.000000e+00   5.543947e+01   2.629945e+01 
    GEG6C07B   2.065388e+02   2.271038e-01   1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04  -1.144308e-16   0.000000e+00   0.000000e+00   5.543947e+01   2.629945e+01 
    GSG1C08A   2.065388e+02   2.271038e-01   1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04  -1.144308e-16   0.000000e+00   0.000000e+00   5.543947e+01   2.629945e+01 
