 ElementName  ElementType      L          s         K1         K2       Angle  
                               m          m        1/m2       1/m3       rad   
-------------------------------------------------------------------------------
 DH4AG2A      DRIF          0.07602  746.621     0         0          0        
 PH2G2C28A    BPM           0        746.621     0         0          0        
 DBPM02       DRIF          0.08998  746.711     0         0          0        
 SH4G2C28A    SEXT          0.2      746.911     0         -15.8209   0        
 DH4BG2A      DRIF          0.2485   747.159     0         0          0        
 CH2G2C28A    TRIMD         0.3      747.459     0         0          0        
 GEG2C28A     MARK          0        747.459     0         0          0        
 DH4CG3A      DRIF          0.0315   747.491     0         0          0        
 GSG3C28A     MARK          0        747.491     0         0          0        
 B1G3C28A     DIPOLE        2.62     750.111     0         0          0.10472  
 GEG3C28A     MARK          0        750.111     0         0          0        
 GSG4C28A     MARK          0        750.111     0         0          0        
 DM1AG4A      DRIF          0.501    750.612     0         0          0        
 CM1G4C28A    TRIMD         0.2      750.812     0         0          0        
 DM1BG4A      DRIF          0.2755   751.087     0         0          0        
 QM1G4C28A    QUAD          0.247    751.334     -0.812235  0          0        
 DM2AG4A      DRIF          0.2015   751.536     0         0          0        
 SM1G4C28A    SEXT          0.2      751.736     0         -23.6806   0        
 DFT1         DRIF          0.2332   751.969     0         0          0        
 FM1G4C28A    FTRIM         0.044    752.013     0         0          0        
 DM2BG4A      DRIF          0.2924   752.305     0         0          0        
 PM1G4C28A    BPM           0        752.305     0         0          0        
 DBPM03       DRIF          0.0844   752.39      0         0          0        
 QM2G4C28A    QUAD          0.282    752.672     1.22615   0          0        
 DM2CG4A      DRIF          0.184    752.856     0         0          0        
 SM2G4C28B    SEXT          0.25     753.106     0         28.6432    0        
 DM2CG4B      DRIF          0.184    753.29      0         0          0        
 QM2G4C28B    QUAD          0.282    753.572     1.22615   0          0        
 DM2BG4B      DRIF          0.504    754.076     0         0          0        
 SM1G4C28B    SEXT          0.2      754.276     0         -25.946    0        
 DM2AG4B      DRIF          0.26226  754.538     0         0          0        
 PM1G4C28B    BPM           0        754.538     0         0          0        
 DBPM04       DRIF          0.08924  754.627     0         0          0        
 QM1G4C28B    QUAD          0.247    754.874     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   754.985     0         0          0        
 CM1G4C28B    TRIMD         0.3      755.285     0         0          0        
 GEG4C28B     MARK          0        755.285     0         0          0        
 GSG5C28B     MARK          0        755.285     0         0          0        
 DM1DG5B1     DRIF          0.1      755.385     0         0          0        
 DPWG5B       DRIF          0.2      755.585     0         0          0        
 DM1CG5B1     DRIF          0.266    755.851     0         0          0        
 B1G5C28B     DIPOLE        2.62     758.471     0         0          0.10472  
 GEG5C28B     MARK          0        758.471     0         0          0        
 DL4BG6B      DRIF          0.2178   758.689     0         0          0        
 GSG6C28B     MARK          0        758.689     0         0          0        
 DL4AG6B      DRIF          0.3732   759.062     0         0          0        
 QL3G6C28B    QUAD          0.268    759.33      -1.51868  0          0        
 DBPM05       DRIF          0.07822  759.408     0         0          0        
 PL2G6C28B    BPM           0        759.408     0         0          0        
 DL3CG6B      DRIF          0.08778  759.496     0         0          0        
 SL3G6C28B    SEXT          0.2      759.696     0         -29.4609   0        
 DL3BG6B      DRIF          0.1575   759.853     0         0          0        
 CL2G6C28B    TRIMD         0.2      760.053     0         0          0        
 DL3AG6B      DRIF          0.2021   760.255     0         0          0        
 QL2G6C28B    QUAD          0.46     760.715     1.76477   0          0        
 DL2CG6B      DRIF          0.244    760.959     0         0          0        
 SL2G6C28B    SEXT          0.2      761.159     0         35.6779    0        
 DL2BG6B      DRIF          0.13125  761.291     0         0          0        
 CL1G6C28B    TRIMD         0.2      761.491     0         0          0        
 DL2AG6B      DRIF          0.13475  761.625     0         0          0        
 QL1G6C28B    QUAD          0.268    761.893     -1.61785  0          0        
 DL1AG6B      DRIF          0.0783   761.972     0         0          0        
 PL1G6C28B    BPM           0        761.972     0         0          0        
 DBPM06       DRIF          0.0877   762.059     0         0          0        
 SL1G6C28B    SEXT          0.2      762.259     0         -13.2716   0        
 GEG6C28B     MARK          0        762.259     0         0          0        
 GSG1C29A     MARK          0        762.259     0         0          0        
 DL0BG1A      DRIF          0.44652  762.706     0         0          0        
 FL1G1C29A    FTRIM         0.044    762.75      0         0          0        
 DFT2         DRIF          0.051    762.801     0         0          0        
 DLDK         DRIF          0.095    762.896     0         0          0        
 DL01G1A      DRIF          2.66348  765.559     0         0          0        
 DL02G1A      DRIF          2.79768  768.357     0         0          0        
 DLDK         DRIF          0.095    768.452     0         0          0        
 DFT2         DRIF          0.051    768.503     0         0          0        
 FL2G1C29A    FTRIM         0.044    768.547     0         0          0        
 DL0AG1A      DRIF          0.31232  768.859     0         0          0        
 GEG1C29A     MARK          0        768.859     0         0          0        
 GSG2C29A     MARK          0        768.859     0         0          0        
 SL1G2C29A    SEXT          0.2      769.059     0         -13.2716   0        
 DL1AG2A      DRIF          0.09     769.149     0         0          0        
 PL1G2C29A    BPM           0        769.149     0         0          0        
 DBPM07       DRIF          0.076    769.225     0         0          0        
 QL1G2C29A    QUAD          0.268    769.493     -1.61785  0          0        
 DL2AG2A      DRIF          0.13475  769.628     0         0          0        
 CL1G2C29A    TRIMD         0.2      769.828     0         0          0        
 DL2BG2A      DRIF          0.13125  769.959     0         0          0        
 SL2G2C29A    SEXT          0.2      770.159     0         35.6779    0        
 DL2CG2A      DRIF          0.244    770.403     0         0          0        
 QL2G2C29A    QUAD          0.46     770.863     1.76477   0          0        
 DL3AG2A      DRIF          0.2021   771.066     0         0          0        
 CL2G2C29A    TRIMD         0.2      771.266     0         0          0        
 DL3BG2A      DRIF          0.1575   771.423     0         0          0        
 SL3G2C29A    SEXT          0.2      771.623     0         -29.4609   0        
 DL3CG2A      DRIF          0.09008  771.713     0         0          0        
 PL2G2C29A    BPM           0        771.713     0         0          0        
 DBPM08       DRIF          0.07592  771.789     0         0          0        
